"Date","Price","Open","High","Low","Vol.","Change %"
"2011-09-14","0.9904","0.9863","0.9943","0.9846","","0.43%"
"2011-09-13","0.9862","0.9919","0.9977","0.9848","","-0.62%"
"2011-09-12","0.9924","0.9980","1.0028","0.9913","","-0.45%"
"2011-09-09","0.9969","0.9892","0.9980","0.9868","","0.80%"
"2011-09-08","0.9890","0.9842","0.9901","0.9830","","0.46%"
"2011-09-07","0.9845","0.9902","0.9911","0.9831","","-0.58%"
"2011-09-06","0.9902","0.9900","0.9958","0.9864","","0.01%"
"2011-09-05","0.9901","0.9859","0.9933","0.9850","","0.45%"
"2011-09-02","0.9857","0.9763","0.9859","0.9754","","0.99%"
"2011-09-01","0.9760","0.9783","0.9797","0.9734","","-0.19%"
"2011-08-31","0.9779","0.9787","0.9803","0.9723","","-0.05%"
"2011-08-30","0.9784","0.9766","0.9819","0.9756","","0.16%"
"2011-08-29","0.9768","0.9813","0.9834","0.9739","","-0.49%"
"2011-08-26","0.9816","0.9879","0.9925","0.9808","","-0.67%"
"2011-08-25","0.9882","0.9880","0.9891","0.9793","","0.08%"
"2011-08-24","0.9874","0.9878","0.9906","0.9837","","-0.08%"
"2011-08-23","0.9882","0.9901","0.9909","0.9847","","-0.17%"
"2011-08-22","0.9899","0.9914","0.9920","0.9828","","-0.01%"
"2011-08-19","0.9900","0.9909","0.9927","0.9824","","-0.02%"
"2011-08-18","0.9902","0.9807","0.9940","0.9799","","1.00%"
"2011-08-17","0.9804","0.9825","0.9848","0.9773","","-0.16%"
"2011-08-16","0.9820","0.9796","0.9873","0.9796","","0.20%"
"2011-08-15","0.9800","0.9881","0.9909","0.9789","","-0.71%"
"2011-08-12","0.9870","0.9849","0.9919","0.9832","","0.22%"
"2011-08-11","0.9848","0.9946","0.9970","0.9839","","-0.95%"
"2011-08-10","0.9942","0.9774","0.9955","0.9765","","1.41%"
"2011-08-09","0.9804","0.9927","1.0013","0.9769","","-1.27%"
"2011-08-08","0.9930","0.9814","0.9947","0.9782","","1.16%"
"2011-08-05","0.9816","0.9798","0.9854","0.9741","","0.08%"
"2011-08-04","0.9808","0.9616","0.9817","0.9602","","1.98%"
"2011-08-03","0.9618","0.9613","0.9649","0.9566","","0.06%"
"2011-08-02","0.9612","0.9559","0.9620","0.9547","","0.47%"
"2011-08-01","0.9567","0.9557","0.9605","0.9489","","0.16%"
"2011-07-29","0.9552","0.9491","0.9590","0.9485","","0.66%"
"2011-07-28","0.9489","0.9488","0.9524","0.9457","","-0.05%"
"2011-07-27","0.9494","0.9439","0.9509","0.9410","","0.59%"
"2011-07-26","0.9438","0.9470","0.9476","0.9405","","-0.36%"
"2011-07-25","0.9472","0.9483","0.9526","0.9431","","-0.11%"
"2011-07-22","0.9482","0.9438","0.9530","0.9425","","0.47%"
"2011-07-21","0.9438","0.9477","0.9495","0.9422","","-0.41%"
"2011-07-20","0.9477","0.9501","0.9513","0.9455","","-0.24%"
"2011-07-19","0.9500","0.9596","0.9601","0.9479","","-0.95%"
"2011-07-18","0.9591","0.9543","0.9638","0.9537","","0.58%"
"2011-07-15","0.9536","0.9600","0.9626","0.9518","","-0.68%"
"2011-07-14","0.9601","0.9577","0.9618","0.9547","","0.15%"
"2011-07-13","0.9587","0.9653","0.9668","0.9570","","-0.68%"
"2011-07-12","0.9653","0.9688","0.9781","0.9625","","-0.32%"
"2011-07-11","0.9684","0.9623","0.9697","0.9614","","0.71%"
"2011-07-08","0.9616","0.9590","0.9667","0.9570","","0.30%"
"2011-07-07","0.9587","0.9651","0.9667","0.9566","","-0.74%"
"2011-07-06","0.9658","0.9632","0.9696","0.9612","","0.31%"
"2011-07-05","0.9628","0.9606","0.9646","0.9594","","0.21%"
"2011-07-04","0.9608","0.9591","0.9619","0.9578","","0.21%"
"2011-07-01","0.9588","0.9641","0.9653","0.9580","","-0.48%"
"2011-06-30","0.9634","0.9697","0.9701","0.9623","","-0.68%"
"2011-06-29","0.9700","0.9813","0.9827","0.9687","","-1.20%"
"2011-06-28","0.9818","0.9862","0.9888","0.9811","","-0.46%"
"2011-06-27","0.9863","0.9873","0.9914","0.9856","","-0.22%"
"2011-06-24","0.9885","0.9785","0.9888","0.9768","","0.99%"
"2011-06-23","0.9788","0.9740","0.9825","0.9712","","0.54%"
"2011-06-22","0.9735","0.9724","0.9755","0.9699","","0.17%"
"2011-06-21","0.9718","0.9796","0.9806","0.9706","","-0.79%"
"2011-06-20","0.9795","0.9809","0.9851","0.9779","","0.01%"
"2011-06-17","0.9794","0.9818","0.9869","0.9773","","-0.25%"
"2011-06-16","0.9819","0.9791","0.9899","0.9770","","0.28%"
"2011-06-15","0.9792","0.9690","0.9831","0.9670","","1.08%"
"2011-06-14","0.9687","0.9758","0.9772","0.9672","","-0.77%"
"2011-06-13","0.9762","0.9790","0.9799","0.9749","","-0.37%"
"2011-06-10","0.9798","0.9733","0.9801","0.9709","","0.65%"
"2011-06-09","0.9735","0.9795","0.9814","0.9723","","-0.65%"
"2011-06-08","0.9799","0.9748","0.9824","0.9739","","0.56%"
"2011-06-07","0.9744","0.9805","0.9811","0.9730","","-0.63%"
"2011-06-06","0.9806","0.9780","0.9819","0.9768","","0.27%"
"2011-06-03","0.9780","0.9756","0.9852","0.9743","","0.26%"
"2011-06-02","0.9755","0.9775","0.9810","0.9742","","-0.20%"
"2011-06-01","0.9775","0.9690","0.9785","0.9667","","0.93%"
"2011-05-31","0.9685","0.9771","0.9772","0.9655","","-0.87%"
"2011-05-30","0.9770","0.9777","0.9788","0.9748","","0.12%"
"2011-05-27","0.9758","0.9784","0.9798","0.9751","","-0.25%"
"2011-05-26","0.9782","0.9775","0.9816","0.9754","","0.03%"
"2011-05-25","0.9779","0.9762","0.9817","0.9740","","0.14%"
"2011-05-24","0.9765","0.9776","0.9793","0.9752","","-0.08%"
"2011-05-23","0.9773","0.9735","0.9812","0.9735","","0.34%"
"2011-05-20","0.9740","0.9677","0.9772","0.9639","","0.66%"
"2011-05-19","0.9676","0.9704","0.9717","0.9655","","-0.30%"
"2011-05-18","0.9705","0.9720","0.9760","0.9694","","-0.19%"
"2011-05-17","0.9723","0.9746","0.9792","0.9714","","-0.30%"
"2011-05-16","0.9752","0.9689","0.9770","0.9680","","0.71%"
"2011-05-13","0.9683","0.9631","0.9747","0.9605","","0.61%"
"2011-05-12","0.9624","0.9607","0.9696","0.9598","","0.10%"
"2011-05-11","0.9614","0.9574","0.9640","0.9511","","0.46%"
"2011-05-10","0.9570","0.9639","0.9656","0.9563","","-0.53%"
"2011-05-09","0.9621","0.9658","0.9698","0.9602","","-0.36%"
"2011-05-06","0.9656","0.9667","0.9704","0.9571","","-0.16%"
"2011-05-05","0.9671","0.9585","0.9711","0.9565","","0.90%"
"2011-05-04","0.9585","0.9526","0.9605","0.9501","","0.61%"
"2011-05-03","0.9527","0.9510","0.9543","0.9456","","0.24%"
"2011-05-02","0.9504","0.9457","0.9520","0.9445","","0.61%"
"2011-04-29","0.9446","0.9507","0.9549","0.9437","","-0.66%"
"2011-04-28","0.9509","0.9502","0.9522","0.9464","","0.07%"
"2011-04-27","0.9502","0.9510","0.9577","0.9486","","-0.15%"
"2011-04-26","0.9516","0.9542","0.9562","0.9493","","-0.29%"
"2011-04-25","0.9544","0.9524","0.9560","0.9500","","-0.04%"
"2011-04-22","0.9548","0.9528","0.9550","0.9521","","0.19%"
"2011-04-21","0.9530","0.9530","0.9539","0.9453","","0.04%"
"2011-04-20","0.9526","0.9561","0.9564","0.9494","","-0.36%"
"2011-04-19","0.9560","0.9646","0.9668","0.9546","","-0.88%"
"2011-04-18","0.9645","0.9592","0.9724","0.9589","","0.48%"
"2011-04-15","0.9599","0.9609","0.9652","0.9591","","-0.08%"
"2011-04-14","0.9607","0.9626","0.9671","0.9593","","-0.18%"
"2011-04-13","0.9624","0.9628","0.9656","0.9584","","-0.03%"
"2011-04-12","0.9627","0.9564","0.9658","0.9555","","0.68%"
"2011-04-11","0.9562","0.9556","0.9580","0.9543","","0.05%"
"2011-04-08","0.9557","0.9587","0.9596","0.9524","","-0.30%"
"2011-04-07","0.9586","0.9605","0.9626","0.9568","","-0.19%"
"2011-04-06","0.9604","0.9641","0.9643","0.9568","","-0.35%"
"2011-04-05","0.9638","0.9668","0.9693","0.9625","","-0.32%"
"2011-04-04","0.9669","0.9645","0.9687","0.9614","","0.34%"
"2011-04-01","0.9636","0.9699","0.9706","0.9624","","-0.68%"
"2011-03-31","0.9702","0.9714","0.9730","0.9683","","-0.09%"
"2011-03-30","0.9711","0.9747","0.9753","0.9685","","-0.31%"
"2011-03-29","0.9741","0.9780","0.9787","0.9737","","-0.36%"
"2011-03-28","0.9776","0.9817","0.9824","0.9741","","-0.33%"
"2011-03-25","0.9808","0.9764","0.9830","0.9743","","0.45%"
"2011-03-24","0.9764","0.9812","0.9826","0.9729","","-0.52%"
"2011-03-23","0.9815","0.9804","0.9846","0.9789","","0.07%"
"2011-03-22","0.9808","0.9783","0.9814","0.9743","","0.26%"
"2011-03-21","0.9783","0.9851","0.9854","0.9748","","-0.64%"
"2011-03-18","0.9846","0.9855","0.9868","0.9804","","-0.10%"
"2011-03-17","0.9856","0.9936","0.9941","0.9834","","-0.50%"
"2011-03-16","0.9906","0.9851","0.9970","0.9807","","0.60%"
"2011-03-15","0.9847","0.9738","0.9976","0.9734","","1.12%"
"2011-03-14","0.9738","0.9735","0.9766","0.9709","","0.22%"
"2011-03-11","0.9717","0.9755","0.9803","0.9703","","-0.39%"
"2011-03-10","0.9755","0.9688","0.9770","0.9684","","0.69%"
"2011-03-09","0.9688","0.9714","0.9716","0.9666","","-0.27%"
"2011-03-08","0.9714","0.9725","0.9748","0.9705","","-0.12%"
"2011-03-07","0.9726","0.9733","0.9746","0.9700","","0.07%"
"2011-03-04","0.9719","0.9721","0.9745","0.9698","","-0.03%"
"2011-03-03","0.9722","0.9724","0.9754","0.9713","","-0.04%"
"2011-03-02","0.9726","0.9744","0.9779","0.9708","","-0.18%"
"2011-03-01","0.9744","0.9717","0.9758","0.9685","","0.28%"
"2011-02-28","0.9717","0.9786","0.9790","0.9708","","-0.62%"
"2011-02-25","0.9778","0.9830","0.9834","0.9775","","-0.54%"
"2011-02-24","0.9831","0.9892","0.9905","0.9816","","-0.64%"
"2011-02-23","0.9894","0.9903","0.9962","0.9859","","-0.04%"
"2011-02-22","0.9898","0.9823","0.9919","0.9822","","0.71%"
"2011-02-21","0.9828","0.9858","0.9873","0.9820","","-0.34%"
"2011-02-18","0.9862","0.9847","0.9876","0.9820","","0.13%"
"2011-02-17","0.9849","0.9852","0.9863","0.9817","","-0.01%"
"2011-02-16","0.9850","0.9898","0.9906","0.9844","","-0.48%"
"2011-02-15","0.9898","0.9891","0.9904","0.9848","","0.05%"
"2011-02-14","0.9893","0.9894","0.9903","0.9845","","0.21%"
"2011-02-11","0.9872","0.9957","0.9988","0.9862","","-0.90%"
"2011-02-10","0.9962","0.9936","0.9988","0.9930","","0.26%"
"2011-02-09","0.9936","0.9954","0.9959","0.9912","","-0.13%"
"2011-02-08","0.9949","0.9911","0.9980","0.9866","","0.39%"
"2011-02-07","0.9910","0.9886","0.9911","0.9847","","0.31%"
"2011-02-04","0.9879","0.9907","0.9934","0.9829","","-0.31%"
"2011-02-03","0.9910","0.9882","0.9923","0.9853","","0.31%"
"2011-02-02","0.9879","0.9907","0.9916","0.9857","","-0.26%"
"2011-02-01","0.9905","1.0010","1.0014","0.9898","","-1.07%"
"2011-01-31","1.0012","1.0017","1.0060","0.9961","","0.09%"
"2011-01-28","1.0003","0.9934","1.0019","0.9930","","0.71%"
"2011-01-27","0.9932","0.9940","0.9986","0.9923","","-0.20%"
"2011-01-26","0.9952","0.9967","0.9984","0.9933","","-0.14%"
"2011-01-25","0.9966","0.9936","1.0006","0.9907","","0.29%"
"2011-01-24","0.9937","0.9936","0.9983","0.9915","","-0.03%"
"2011-01-21","0.9940","0.9971","0.9990","0.9905","","-0.28%"
"2011-01-20","0.9968","0.9959","1.0032","0.9948","","0.11%"
"2011-01-19","0.9957","0.9914","0.9967","0.9886","","0.34%"
"2011-01-18","0.9923","0.9872","0.9939","0.9831","","0.54%"
"2011-01-17","0.9870","0.9882","0.9903","0.9854","","-0.25%"
"2011-01-14","0.9895","0.9895","0.9978","0.9884","","0.05%"
"2011-01-13","0.9890","0.9862","0.9911","0.9853","","0.30%"
"2011-01-12","0.9860","0.9901","0.9913","0.9844","","-0.41%"
"2011-01-11","0.9901","0.9932","0.9951","0.9890","","-0.29%"
"2011-01-10","0.9930","0.9930","0.9985","0.9910","","0.17%"
"2011-01-07","0.9913","0.9967","1.0005","0.9897","","-0.56%"
"2011-01-06","0.9969","0.9966","0.9995","0.9918","","0.06%"
"2011-01-05","0.9963","0.9985","1.0023","0.9930","","-0.27%"
"2011-01-04","0.9990","0.9937","1.0034","0.9912","","0.56%"
"2011-01-03","0.9934","0.9950","0.9951","0.9886","","-0.36%"
"2010-12-31","0.9970","1.0002","1.0009","0.9925","","-0.29%"
"2010-12-30","0.9999","1.0008","1.0025","0.9970","","-0.07%"
"2010-12-29","1.0006","1.0007","1.0057","0.9969","","-0.05%"
"2010-12-28","1.0011","1.0068","1.0073","0.9974","","-0.59%"
"2010-12-27","1.0070","1.0083","1.0114","1.0019","","-0.08%"
"2010-12-24","1.0078","1.0090","1.0116","1.0048","","-0.17%"
"2010-12-23","1.0095","1.0134","1.0168","1.0056","","-0.39%"
"2010-12-22","1.0135","1.0164","1.0179","1.0109","","-0.37%"
"2010-12-21","1.0173","1.0170","1.0208","1.0145","","0.01%"
"2010-12-20","1.0172","1.0123","1.0211","1.0098","","0.37%"
"2010-12-17","1.0134","1.0063","1.0145","1.0037","","0.77%"
"2010-12-16","1.0057","1.0044","1.0076","1.0027","","0.15%"
"2010-12-15","1.0042","1.0065","1.0097","0.9999","","-0.25%"
"2010-12-14","1.0067","1.0084","1.0111","1.0027","","-0.15%"
"2010-12-13","1.0082","1.0102","1.0110","1.0025","","-0.16%"
"2010-12-10","1.0098","1.0103","1.0116","1.0079","","-0.07%"
"2010-12-09","1.0105","1.0111","1.0130","1.0066","","-0.07%"
"2010-12-08","1.0112","1.0123","1.0142","1.0060","","-0.08%"
"2010-12-07","1.0120","1.0057","1.0122","1.0008","","0.69%"
"2010-12-06","1.0051","1.0039","1.0085","1.0022","","0.13%"
"2010-12-03","1.0038","1.0027","1.0082","0.9999","","0.00%"
"2010-12-02","1.0038","1.0176","1.0193","1.0028","","-1.28%"
"2010-12-01","1.0168","1.0265","1.0272","1.0139","","-0.94%"
"2010-11-30","1.0265","1.0181","1.0288","1.0170","","0.83%"
"2010-11-29","1.0180","1.0163","1.0259","1.0163","","-0.24%"
"2010-11-26","1.0204","1.0093","1.0246","1.0082","","1.05%"
"2010-11-25","1.0098","1.0109","1.0127","1.0063","","-0.13%"
"2010-11-24","1.0111","1.0244","1.0251","1.0092","","-1.20%"
"2010-11-23","1.0234","1.0194","1.0268","1.0167","","0.48%"
"2010-11-22","1.0185","1.0167","1.0218","1.0110","","0.06%"
"2010-11-19","1.0179","1.0196","1.0236","1.0154","","-0.25%"
"2010-11-18","1.0204","1.0248","1.0250","1.0152","","-0.49%"
"2010-11-17","1.0254","1.0219","1.0262","1.0178","","0.40%"
"2010-11-16","1.0213","1.0096","1.0256","1.0066","","1.18%"
"2010-11-15","1.0094","1.0113","1.0141","1.0053","","0.03%"
"2010-11-12","1.0091","1.0029","1.0147","1.0025","","0.60%"
"2010-11-11","1.0031","1.0004","1.0075","0.9974","","0.29%"
"2010-11-10","1.0002","1.0076","1.0093","0.9992","","-0.69%"
"2010-11-09","1.0072","1.0036","1.0095","0.9974","","0.37%"
"2010-11-08","1.0035","1.0003","1.0057","0.9992","","0.31%"
"2010-11-05","1.0004","1.0027","1.0082","0.9989","","-0.21%"
"2010-11-04","1.0025","1.0048","1.0122","1.0008","","-0.25%"
"2010-11-03","1.0050","1.0091","1.0156","1.0046","","-0.35%"
"2010-11-02","1.0085","1.0156","1.0159","1.0080","","-0.74%"
"2010-11-01","1.0160","1.0192","1.0205","1.0126","","-0.28%"
"2010-10-29","1.0189","1.0208","1.0248","1.0166","","-0.20%"
"2010-10-28","1.0209","1.0281","1.0289","1.0181","","-0.67%"
"2010-10-27","1.0278","1.0238","1.0341","1.0224","","0.39%"
"2010-10-26","1.0238","1.0196","1.0269","1.0172","","0.45%"
"2010-10-25","1.0192","1.0256","1.0270","1.0151","","-0.65%"
"2010-10-22","1.0259","1.0263","1.0303","1.0221","","-0.06%"
"2010-10-21","1.0265","1.0213","1.0305","1.0164","","0.49%"
"2010-10-20","1.0215","1.0328","1.0351","1.0206","","-1.07%"
"2010-10-19","1.0326","1.0174","1.0375","1.0162","","1.48%"
"2010-10-18","1.0175","1.0125","1.0231","1.0118","","0.75%"
"2010-10-15","1.0099","1.0040","1.0139","1.0010","","0.57%"
"2010-10-14","1.0042","1.0036","1.0078","0.9974","","0.08%"
"2010-10-13","1.0034","1.0098","1.0106","1.0008","","-0.65%"
"2010-10-12","1.0100","1.0140","1.0186","1.0088","","-0.40%"
"2010-10-11","1.0141","1.0105","1.0153","1.0087","","0.32%"
"2010-10-08","1.0109","1.0181","1.0229","1.0091","","-0.62%"
"2010-10-07","1.0172","1.0111","1.0214","1.0071","","0.58%"
"2010-10-06","1.0113","1.0157","1.0167","1.0059","","-0.46%"
"2010-10-05","1.0160","1.0233","1.0274","1.0152","","-0.70%"
"2010-10-04","1.0232","1.0197","1.0246","1.0175","","0.29%"
"2010-10-01","1.0202","1.0295","1.0314","1.0185","","-0.86%"
"2010-09-30","1.0291","1.0328","1.0350","1.0231","","-0.32%"
"2010-09-29","1.0324","1.0306","1.0343","1.0238","","0.20%"
"2010-09-28","1.0303","1.0305","1.0364","1.0284","","0.11%"
"2010-09-27","1.0292","1.0243","1.0300","1.0220","","0.47%"
"2010-09-24","1.0244","1.0347","1.0356","1.0223","","-0.86%"
"2010-09-23","1.0333","1.0304","1.0383","1.0278","","0.31%"
"2010-09-22","1.0301","1.0259","1.0360","1.0189","","0.36%"
"2010-09-21","1.0264","1.0297","1.0332","1.0216","","-0.18%"
"2010-09-20","1.0282","1.0332","1.0349","1.0259","","-0.51%"
"2010-09-17","1.0335","1.0263","1.0351","1.0210","","0.70%"
"2010-09-16","1.0263","1.0257","1.0293","1.0237","","0.04%"
"2010-09-15","1.0259","1.0276","1.0320","1.0250","","-0.16%"
"2010-09-14","1.0275","1.0281","1.0309","1.0216","","-0.01%"
"2010-09-13","1.0276","1.0339","1.0347","1.0263","","-0.93%"
"2010-09-10","1.0372","1.0337","1.0376","1.0287","","0.28%"
"2010-09-09","1.0343","1.0368","1.0396","1.0301","","-0.24%"
"2010-09-08","1.0368","1.0471","1.0511","1.0345","","-1.09%"
"2010-09-07","1.0482","1.0353","1.0487","1.0349","","1.22%"
"2010-09-06","1.0356","1.0393","1.0404","1.0335","","-0.32%"
"2010-09-03","1.0389","1.0528","1.0570","1.0379","","-1.36%"
"2010-09-02","1.0532","1.0505","1.0558","1.0469","","0.30%"
"2010-09-01","1.0501","1.0648","1.0659","1.0484","","-1.33%"
"2010-08-31","1.0643","1.0599","1.0675","1.0574","","0.37%"
"2010-08-30","1.0604","1.0492","1.0606","1.0471","","0.87%"
"2010-08-27","1.0513","1.0574","1.0650","1.0503","","-0.61%"
"2010-08-26","1.0577","1.0597","1.0605","1.0521","","-0.19%"
"2010-08-25","1.0597","1.0612","1.0670","1.0572","","-0.13%"
"2010-08-24","1.0611","1.0518","1.0666","1.0515","","0.84%"
"2010-08-23","1.0523","1.0494","1.0532","1.0444","","0.43%"
"2010-08-20","1.0478","1.0400","1.0514","1.0379","","0.75%"
"2010-08-19","1.0400","1.0288","1.0417","1.0243","","1.09%"
"2010-08-18","1.0288","1.0330","1.0343","1.0271","","-0.35%"
"2010-08-17","1.0324","1.0434","1.0440","1.0305","","-1.08%"
"2010-08-16","1.0437","1.0413","1.0466","1.0368","","0.12%"
"2010-08-13","1.0425","1.0423","1.0440","1.0349","","0.01%"
"2010-08-12","1.0424","1.0473","1.0497","1.0419","","-0.44%"
"2010-08-11","1.0470","1.0308","1.0478","1.0303","","1.56%"
"2010-08-10","1.0309","1.0280","1.0391","1.0269","","0.37%"
"2010-08-09","1.0271","1.0270","1.0300","1.0253","","-0.05%"
"2010-08-06","1.0276","1.0168","1.0307","1.0143","","1.04%"
"2010-08-05","1.0170","1.0180","1.0190","1.0105","","-0.10%"
"2010-08-04","1.0180","1.0241","1.0271","1.0161","","-0.56%"
"2010-08-03","1.0237","1.0231","1.0274","1.0217","","0.05%"
"2010-08-02","1.0232","1.0293","1.0300","1.0203","","-0.63%"
"2010-07-30","1.0297","1.0360","1.0377","1.0261","","-0.59%"
"2010-07-29","1.0358","1.0384","1.0394","1.0296","","-0.26%"
"2010-07-28","1.0385","1.0354","1.0391","1.0295","","0.30%"
"2010-07-27","1.0354","1.0318","1.0396","1.0250","","0.35%"
"2010-07-26","1.0318","1.0381","1.0387","1.0301","","-0.42%"
"2010-07-23","1.0362","1.0377","1.0436","1.0343","","-0.11%"
"2010-07-22","1.0373","1.0493","1.0506","1.0354","","-1.12%"
"2010-07-21","1.0490","1.0433","1.0502","1.0347","","0.60%"
"2010-07-20","1.0427","1.0551","1.0587","1.0421","","-1.14%"
"2010-07-19","1.0547","1.0574","1.0583","1.0497","","-0.28%"
"2010-07-16","1.0577","1.0381","1.0583","1.0377","","1.87%"
"2010-07-15","1.0383","1.0320","1.0444","1.0280","","0.63%"
"2010-07-14","1.0318","1.0311","1.0372","1.0286","","0.11%"
"2010-07-13","1.0307","1.0362","1.0387","1.0274","","-0.60%"
"2010-07-12","1.0369","1.0321","1.0387","1.0298","","0.36%"
"2010-07-09","1.0332","1.0433","1.0456","1.0296","","-0.96%"
"2010-07-08","1.0432","1.0478","1.0486","1.0377","","-0.41%"
"2010-07-07","1.0475","1.0541","1.0609","1.0462","","-0.56%"
"2010-07-06","1.0534","1.0639","1.0679","1.0484","","-0.96%"
"2010-07-05","1.0636","1.0628","1.0678","1.0573","","0.08%"
"2010-07-02","1.0627","1.0589","1.0669","1.0553","","0.36%"
"2010-07-01","1.0589","1.0638","1.0675","1.0574","","-0.54%"
"2010-06-30","1.0646","1.0552","1.0651","1.0465","","0.92%"
"2010-06-29","1.0549","1.0365","1.0578","1.0340","","1.86%"
"2010-06-28","1.0356","1.0352","1.0373","1.0317","","0.00%"
"2010-06-25","1.0356","1.0433","1.0444","1.0339","","-0.75%"
"2010-06-24","1.0434","1.0393","1.0471","1.0375","","0.38%"
"2010-06-23","1.0395","1.0291","1.0460","1.0270","","1.00%"
"2010-06-22","1.0292","1.0248","1.0299","1.0181","","0.45%"
"2010-06-21","1.0246","1.0194","1.0261","1.0135","","0.28%"
"2010-06-18","1.0217","1.0273","1.0313","1.0204","","-0.60%"
"2010-06-17","1.0279","1.0251","1.0338","1.0221","","0.25%"
"2010-06-16","1.0253","1.0249","1.0326","1.0223","","-0.05%"
"2010-06-15","1.0258","1.0338","1.0363","1.0240","","-0.81%"
"2010-06-14","1.0342","1.0351","1.0352","1.0223","","0.14%"
"2010-06-11","1.0328","1.0309","1.0391","1.0295","","0.19%"
"2010-06-10","1.0308","1.0449","1.0455","1.0287","","-1.33%"
"2010-06-09","1.0447","1.0475","1.0521","1.0365","","-0.28%"
"2010-06-08","1.0476","1.0606","1.0614","1.0469","","-1.26%"
"2010-06-07","1.0610","1.0610","1.0680","1.0513","","-0.14%"
"2010-06-04","1.0625","1.0402","1.0629","1.0364","","2.18%"
"2010-06-03","1.0398","1.0385","1.0465","1.0360","","0.09%"
"2010-06-02","1.0389","1.0554","1.0574","1.0368","","-1.54%"
"2010-06-01","1.0551","1.0437","1.0564","1.0419","","0.97%"
"2010-05-31","1.0450","1.0520","1.0553","1.0410","","-0.86%"
"2010-05-28","1.0541","1.0492","1.0562","1.0440","","0.56%"
"2010-05-27","1.0482","1.0713","1.0715","1.0478","","-2.10%"
"2010-05-26","1.0707","1.0646","1.0749","1.0579","","0.42%"
"2010-05-25","1.0662","1.0625","1.0854","1.0622","","0.20%"
"2010-05-24","1.0641","1.0629","1.0662","1.0532","","0.45%"
"2010-05-21","1.0593","1.0711","1.0749","1.0549","","-1.03%"
"2010-05-20","1.0703","1.0417","1.0720","1.0417","","2.59%"
"2010-05-19","1.0433","1.0407","1.0538","1.0384","","0.30%"
"2010-05-18","1.0402","1.0314","1.0412","1.0242","","0.88%"
"2010-05-17","1.0311","1.0356","1.0438","1.0309","","-0.41%"
"2010-05-14","1.0353","1.0220","1.0379","1.0209","","1.44%"
"2010-05-13","1.0206","1.0191","1.0210","1.0107","","0.12%"
"2010-05-12","1.0194","1.0196","1.0248","1.0151","","-0.23%"
"2010-05-11","1.0218","1.0241","1.0291","1.0151","","-0.14%"
"2010-05-10","1.0232","1.0322","1.0393","1.0208","","-1.87%"
"2010-05-07","1.0427","1.0524","1.0572","1.0337","","-0.74%"
"2010-05-06","1.0505","1.0311","1.0741","1.0280","","1.88%"
"2010-05-05","1.0311","1.0252","1.0354","1.0231","","0.63%"
"2010-05-04","1.0246","1.0104","1.0260","1.0103","","1.38%"
"2010-05-03","1.0107","1.0162","1.0189","1.0099","","-0.67%"
"2010-04-30","1.0175","1.0057","1.0183","1.0013","","1.13%"
"2010-04-29","1.0061","1.0097","1.0116","1.0012","","-0.35%"
"2010-04-28","1.0096","1.0163","1.0198","1.0073","","-0.78%"
"2010-04-27","1.0175","1.0008","1.0184","0.9990","","1.67%"
"2010-04-26","1.0008","0.9990","1.0026","0.9966","","0.11%"
"2010-04-23","0.9997","1.0004","1.0067","0.9967","","-0.07%"
"2010-04-22","1.0004","0.9998","1.0040","0.9955","","0.06%"
"2010-04-21","0.9998","0.9982","1.0016","0.9929","","0.16%"
"2010-04-20","0.9982","1.0145","1.0166","0.9970","","-1.62%"
"2010-04-19","1.0146","1.0152","1.0216","1.0135","","0.20%"
"2010-04-16","1.0126","1.0021","1.0166","0.9995","","1.07%"
"2010-04-15","1.0019","0.9988","1.0036","0.9954","","0.29%"
"2010-04-14","0.9990","1.0015","1.0023","0.9952","","-0.24%"
"2010-04-13","1.0014","1.0027","1.0066","1.0002","","-0.15%"
"2010-04-12","1.0029","1.0055","1.0090","1.0010","","0.00%"
"2010-04-09","1.0029","1.0023","1.0084","0.9990","","0.10%"
"2010-04-08","1.0019","1.0055","1.0105","1.0017","","-0.36%"
"2010-04-07","1.0055","1.0011","1.0065","0.9977","","0.38%"
"2010-04-06","1.0017","1.0017","1.0050","0.9988","","0.03%"
"2010-04-05","1.0014","1.0082","1.0089","1.0009","","-0.99%"
"2010-04-02","1.0114","1.0084","1.0130","1.0080","","0.28%"
"2010-04-01","1.0086","1.0152","1.0163","1.0066","","-0.67%"
"2010-03-31","1.0154","1.0200","1.0202","1.0128","","-0.43%"
"2010-03-30","1.0198","1.0208","1.0225","1.0156","","-0.13%"
"2010-03-29","1.0211","1.0253","1.0274","1.0176","","-0.59%"
"2010-03-26","1.0272","1.0244","1.0304","1.0204","","0.25%"
"2010-03-25","1.0246","1.0250","1.0255","1.0168","","-0.18%"
"2010-03-24","1.0264","1.0167","1.0283","1.0156","","1.01%"
"2010-03-23","1.0161","1.0183","1.0231","1.0152","","-0.20%"
"2010-03-22","1.0181","1.0162","1.0246","1.0147","","0.08%"
"2010-03-19","1.0173","1.0145","1.0189","1.0061","","0.24%"
"2010-03-18","1.0149","1.0102","1.0152","1.0090","","0.53%"
"2010-03-17","1.0095","1.0135","1.0149","1.0069","","-0.41%"
"2010-03-16","1.0137","1.0192","1.0204","1.0135","","-0.50%"
"2010-03-15","1.0188","1.0171","1.0233","1.0163","","0.03%"
