"Date","Price","Open","High","Low","Vol.","Change %"
"2022-05-31","1.2644","1.2656","1.2688","1.2628","77.32K","-0.09%"
"2022-05-30","1.2655","1.2732","1.2736","1.2650","48.79K","-0.53%"
"2022-05-27","1.2723","1.2774","1.2785","1.2717","65.36K","-0.38%"
"2022-05-26","1.2772","1.2815","1.2850","1.2767","75.26K","-0.34%"
"2022-05-25","1.2815","1.2818","1.2886","1.2802","84.79K","-0.02%"
"2022-05-24","1.2817","1.2766","1.2874","1.2765","83.86K","0.42%"
"2022-05-23","1.2764","1.2844","1.2849","1.2766","78.00K","-0.56%"
"2022-05-20","1.2836","1.2827","1.2869","1.2775","89.05K","0.09%"
"2022-05-19","1.2825","1.2890","1.2895","1.2782","98.55K","-0.49%"
"2022-05-18","1.2888","1.2812","1.2897","1.2794","77.04K","0.62%"
"2022-05-17","1.2809","1.2844","1.2859","1.2806","75.66K","-0.26%"
"2022-05-16","1.2843","1.2925","1.2983","1.2835","84.27K","-0.50%"
"2022-05-13","1.2908","1.3046","1.3051","1.2895","79.51K","-1.04%"
"2022-05-12","1.3044","1.2992","1.3078","1.2976","102.24K","0.39%"
"2022-05-11","1.2993","1.3026","1.3040","1.2921","88.97K","-0.23%"
"2022-05-10","1.3023","1.3010","1.3053","1.2961","97.35K","0.12%"
"2022-05-09","1.3007","1.2907","1.3017","1.2893","89.13K","0.79%"
"2022-05-06","1.2905","1.2835","1.2914","1.2813","94.58K","0.57%"
"2022-05-05","1.2832","1.2747","1.2869","1.2711","115.28K","0.79%"
"2022-05-04","1.2731","1.2844","1.2855","1.2728","76.83K","-0.86%"
"2022-05-03","1.2841","1.2883","1.2895","1.2824","73.98K","-0.29%"
"2022-05-02","1.2878","1.2840","1.2915","1.2839","69.22K","0.17%"
"2022-04-29","1.2856","1.2808","1.2863","1.2718","78.86K","0.40%"
"2022-04-28","1.2805","1.2816","1.2880","1.2791","78.50K","-0.11%"
"2022-04-27","1.2819","1.2822","1.2855","1.2777","81.32K","-0.05%"
"2022-04-26","1.2825","1.2731","1.2829","1.2683","73.88K","0.72%"
"2022-04-25","1.2733","1.2707","1.2779","1.2705","81.78K","0.18%"
"2022-04-22","1.2710","1.2579","1.2728","1.2566","75.36K","1.05%"
"2022-04-21","1.2578","1.2495","1.2592","1.2457","73.06K","0.64%"
"2022-04-20","1.2498","1.2615","1.2625","1.2471","70.59K","-0.94%"
"2022-04-19","1.2616","1.2614","1.2648","1.2567","64.03K","0.01%"
"2022-04-18","1.2615","1.2613","1.2645","1.2602","57.62K","0.03%"
"2022-04-15","1.2611","1.2601","1.2623","1.2591","75.13K","0.10%"
"2022-04-14","1.2598","1.2569","1.2644","1.2521","62.78K","0.25%"
"2022-04-13","1.2566","1.2642","1.2678","1.2554","62.13K","-0.61%"
"2022-04-12","1.2643","1.2629","1.2663","1.2581","60.60K","0.10%"
"2022-04-11","1.2631","1.2571","1.2642","1.2565","58.65K","0.50%"
"2022-04-08","1.2568","1.2587","1.2621","1.2564","55.65K","-0.17%"
"2022-04-07","1.2589","1.2543","1.2613","1.2536","62.19K","0.37%"
"2022-04-06","1.2542","1.2488","1.2559","1.2478","62.53K","0.46%"
"2022-04-05","1.2485","1.2483","1.2500","1.2402","54.57K","-0.01%"
"2022-04-04","1.2486","1.2520","1.2530","1.2467","47.19K","-0.26%"
"2022-04-01","1.2518","1.2502","1.2541","1.2479","57.17K","0.15%"
"2022-03-31","1.2499","1.2480","1.2535","1.2464","63.21K","0.15%"
"2022-03-30","1.2480","1.2503","1.2510","1.2428","62.22K","-0.18%"
"2022-03-29","1.2502","1.2518","1.2531","1.2469","66.28K","-0.14%"
"2022-03-28","1.2519","1.2479","1.2594","1.2472","62.68K","0.37%"
"2022-03-25","1.2473","1.2527","1.2555","1.2464","58.59K","-0.42%"
"2022-03-24","1.2526","1.2561","1.2587","1.2508","58.98K","-0.26%"
"2022-03-23","1.2559","1.2570","1.2607","1.2542","55.89K","-0.07%"
"2022-03-22","1.2568","1.2593","1.2624","1.2566","62.51K","-0.19%"
"2022-03-21","1.2592","1.2604","1.2625","1.2564","61.79K","-0.08%"
"2022-03-18","1.2602","1.2627","1.2648","1.2588","64.52K","-0.18%"
"2022-03-17","1.2625","1.2677","1.2700","1.2612","72.31K","-0.40%"
"2022-03-16","1.2676","1.2767","1.2780","1.2674","82.38K","-0.68%"
"2022-03-15","1.2763","1.2824","1.2873","1.2760","73.94K","-0.46%"
"2022-03-14","1.2822","1.2744","1.2828","1.2723","78.20K","0.62%"
"2022-03-11","1.2743","1.2764","1.2795","1.2693","79.22K","-0.19%"
"2022-03-10","1.2767","1.2811","1.2843","1.2750","76.04K","-0.29%"
"2022-03-09","1.2804","1.2882","1.2895","1.2802","82.95K","-0.59%"
"2022-03-08","1.2880","1.2821","1.2902","1.2795","100.07K","0.48%"
"2022-03-07","1.2818","1.2732","1.2823","1.2685","102.22K","0.69%"
"2022-03-04","1.2730","1.2681","1.2794","1.2668","93.27K","0.39%"
"2022-03-03","1.2680","1.2631","1.2694","1.2586","78.17K","0.41%"
"2022-03-02","1.2628","1.2740","1.2746","1.2627","82.50K","-0.88%"
"2022-03-01","1.2740","1.2679","1.2751","1.2652","78.79K","0.51%"
"2022-02-28","1.2675","1.2764","1.2811","1.2659","94.48K","-0.24%"
"2022-02-25","1.2705","1.2816","1.2822","1.2694","89.69K","-0.82%"
"2022-02-24","1.2810","1.2734","1.2879","1.2728","121.99K","0.62%"
"2022-02-23","1.2731","1.2771","1.2773","1.2681","74.24K","-0.30%"
"2022-02-22","1.2769","1.2750","1.2784","1.2717","84.44K","0.14%"
"2022-02-21","1.2751","1.2751","1.2763","1.2721","61.60K","0.02%"
"2022-02-18","1.2749","1.2704","1.2761","1.2673","74.46K","0.37%"
"2022-02-17","1.2702","1.2688","1.2736","1.2675","86.85K","0.17%"
"2022-02-16","1.2681","1.2720","1.2728","1.2664","69.96K","-0.27%"
"2022-02-15","1.2715","1.2729","1.2776","1.2701","71.00K","-0.10%"
"2022-02-14","1.2728","1.2744","1.2785","1.2719","88.18K","-0.06%"
"2022-02-11","1.2736","1.2719","1.2756","1.2668","90.83K","0.13%"
"2022-02-10","1.2719","1.2671","1.2730","1.2636","71.99K","0.39%"
"2022-02-09","1.2670","1.2712","1.2717","1.2664","52.88K","-0.32%"
"2022-02-08","1.2711","1.2668","1.2723","1.2663","66.36K","0.35%"
"2022-02-07","1.2667","1.2763","1.2763","1.2657","72.97K","-0.76%"
"2022-02-04","1.2764","1.2679","1.2789","1.2661","75.77K","0.69%"
"2022-02-03","1.2676","1.2670","1.2717","1.2657","74.53K","0.07%"
"2022-02-02","1.2667","1.2688","1.2707","1.2650","63.92K","-0.15%"
"2022-02-01","1.2686","1.2708","1.2728","1.2655","68.82K","-0.15%"
"2022-01-31","1.2705","1.2764","1.2779","1.2681","71.10K","-0.44%"
"2022-01-28","1.2761","1.2743","1.2798","1.2711","91.89K","0.16%"
"2022-01-27","1.2740","1.2670","1.2749","1.2649","102.80K","0.59%"
"2022-01-26","1.2665","1.2623","1.2690","1.2558","92.02K","0.30%"
"2022-01-25","1.2627","1.2636","1.2671","1.2596","96.60K","-0.06%"
"2022-01-24","1.2634","1.2583","1.2703","1.2553","89.84K","0.42%"
"2022-01-21","1.2581","1.2504","1.2589","1.2497","90.43K","0.63%"
"2022-01-20","1.2502","1.2514","1.2518","1.2452","74.57K","-0.09%"
"2022-01-19","1.2513","1.2514","1.2526","1.2450","77.02K","0.01%"
"2022-01-18","1.2512","1.2516","1.2565","1.2485","77.55K","-0.06%"
"2022-01-17","1.2519","1.2556","1.2558","1.2499","58.86K","-0.27%"
"2022-01-14","1.2553","1.2521","1.2572","1.2468","98.51K","0.26%"
"2022-01-13","1.2520","1.2509","1.2522","1.2451","94.38K","0.10%"
"2022-01-12","1.2507","1.2575","1.2581","1.2493","87.99K","-0.53%"
"2022-01-11","1.2574","1.2681","1.2684","1.2565","89.56K","-0.82%"
"2022-01-10","1.2678","1.2649","1.2699","1.2609","77.74K","0.27%"
"2022-01-07","1.2644","1.2733","1.2733","1.2631","60.66K","-0.68%"
"2022-01-06","1.2730","1.2757","1.2815","1.2706","68.56K","-0.17%"
"2022-01-05","1.2752","1.2707","1.2767","1.2691","56.64K","0.36%"
"2022-01-04","1.2706","1.2746","1.2767","1.2666","52.08K","-0.27%"
"2022-01-03","1.2741","1.2634","1.2780","1.2629","50.58K","0.85%"
"2021-12-31","1.2634","1.2741","1.2751","1.2621","62.80K","-0.83%"
"2021-12-30","1.2740","1.2796","1.2814","1.2734","45.27K","-0.38%"
"2021-12-29","1.2788","1.2820","1.2837","1.2787","45.89K","-0.27%"
"2021-12-28","1.2822","1.2787","1.2832","1.2780","41.17K","0.31%"
"2021-12-27","1.2783","1.2812","1.2849","1.2779","38.02K","-0.21%"
"2021-12-24","1.2810","1.2809","1.2836","1.2786","77.32K","0.01%"
"2021-12-23","1.2809","1.2836","1.2854","1.2797","50.29K","-0.19%"
"2021-12-22","1.2833","1.2917","1.2925","1.2832","58.46K","-0.60%"
"2021-12-21","1.2910","1.2940","1.2949","1.2911","66.76K","-0.24%"
"2021-12-20","1.2941","1.2893","1.2965","1.2882","83.29K","0.43%"
"2021-12-17","1.2886","1.2773","1.2903","1.2770","108.91K","0.91%"
"2021-12-16","1.2770","1.2835","1.2859","1.2761","106.67K","-0.47%"
"2021-12-15","1.2830","1.2861","1.2938","1.2828","95.38K","-0.24%"
"2021-12-14","1.2861","1.2805","1.2866","1.2795","87.24K","0.45%"
"2021-12-13","1.2804","1.2725","1.2823","1.2705","66.47K","0.66%"
"2021-12-10","1.2720","1.2714","1.2739","1.2679","61.31K","0.06%"
"2021-12-09","1.2713","1.2656","1.2723","1.2649","61.20K","0.49%"
"2021-12-08","1.2651","1.2639","1.2668","1.2607","68.49K","0.10%"
"2021-12-07","1.2638","1.2753","1.2768","1.2635","78.31K","-0.91%"
"2021-12-06","1.2754","1.2828","1.2844","1.2751","97.74K","-0.69%"
"2021-12-03","1.2842","1.2804","1.2855","1.2741","116.18K","0.27%"
"2021-12-02","1.2808","1.2817","1.2839","1.2776","118.91K","-0.07%"
"2021-12-01","1.2817","1.2778","1.2831","1.2711","119.38K","0.32%"
"2021-11-30","1.2776","1.2743","1.2838","1.2728","126.87K","0.30%"
"2021-11-29","1.2738","1.2793","1.2795","1.2718","106.03K","-0.38%"
"2021-11-26","1.2786","1.2648","1.2801","1.2645","122.23K","1.09%"
"2021-11-25","1.2648","1.2665","1.2679","1.2638","70.90K","-0.14%"
"2021-11-24","1.2666","1.2667","1.2711","1.2648","94.70K","0.02%"
"2021-11-23","1.2664","1.2702","1.2745","1.2658","97.59K","-0.27%"
"2021-11-22","1.2698","1.2634","1.2706","1.2625","93.06K","0.47%"
"2021-11-19","1.2638","1.2601","1.2664","1.2582","89.25K","0.30%"
"2021-11-18","1.2600","1.2611","1.2648","1.2590","83.83K","-0.04%"
"2021-11-17","1.2605","1.2559","1.2623","1.2538","86.92K","0.36%"
"2021-11-16","1.2560","1.2516","1.2569","1.2490","82.91K","0.39%"
"2021-11-15","1.2511","1.2550","1.2557","1.2499","72.27K","-0.25%"
"2021-11-12","1.2542","1.2579","1.2606","1.2539","77.33K","-0.28%"
"2021-11-11","1.2577","1.2492","1.2598","1.2474","94.45K","0.70%"
"2021-11-10","1.2489","1.2437","1.2505","1.2385","97.40K","0.43%"
"2021-11-09","1.2436","1.2443","1.2487","1.2426","85.79K","-0.04%"
"2021-11-08","1.2441","1.2462","1.2467","1.2433","77.26K","-0.10%"
"2021-11-05","1.2454","1.2457","1.2480","1.2433","88.33K","-0.01%"
"2021-11-04","1.2455","1.2391","1.2473","1.2375","84.08K","0.53%"
